sim,method,1,2,3
99,Chol-max,0.41693267825512115,0.633258056844717,0.8253051410109635
100,OT-ICA,0.146682202230023,0.21592137672676917,0.6373964210432078
100,FastICA,0.13453087925753604,0.21599391991889305,0.6494752008235709
100,Chol-min,0.022166620037034086,0.05936437134355746,0.0789648266995008
100,Chol-max,0.4493830033969414,0.5690308883161223,0.8413329537589279
101,OT-ICA,0.12278839991777124,0.25419659568618164,0.6230150043960471
101,FastICA,0.12623229707077713,0.2480401841755009,0.625727518753722
101,Chol-min,0.012668402533062775,0.049813824881299665,0.11583224715559533
101,Chol-max,0.4273836290597787,0.5734699934095945,0.8787931342876479
102,OT-ICA,0.11121425712134964,0.32353126322734926,0.5652544796513012
102,FastICA,0.11478974015815314,0.3096109343714471,0.5755993254703998
102,Chol-min,0.0048238041106688796,0.10425349273830771,0.07641029081265713
102,Chol-max,0.40061753380120163,0.6607172417011299,0.8148566018934944
103,OT-ICA,0.13878853233765884,0.3464063079671899,0.5148051596951512
103,FastICA,0.14781930557330877,0.36441133496841943,0.4877693594582718
103,Chol-min,0.01658189713602357,0.09240303662279323,0.06974971040344283
103,Chol-max,0.4027975435736197,0.6455464065187346,0.8032707898942976
104,OT-ICA,0.1346612615794251,0.22537501634992863,0.6399637220706462
104,FastICA,0.12246738741017518,0.24039638084547388,0.637136231744351
104,Chol-min,0.017067308437974948,0.059508450230206955,0.1073525506507756
104,Chol-max,0.4686867127974437,0.552095589929218,0.8532044003109889
105,OT-ICA,0.14408248182444738,0.21314075590797424,0.6427767622675784
105,FastICA,0.14095541058702704,0.2100599008424137,0.6489846885705594
105,Chol-min,0.018038695765377123,0.04558874220340728,0.12165992714400649
105,Chol-max,0.4607797395419162,0.5458717175377565,0.8736249206020007
106,OT-ICA,0.1295866072265043,0.20703904839280002,0.6633743443806958
106,FastICA,0.12511810524763262,0.2030108528487268,0.6718710419036406
106,Chol-min,0.013564766954189986,0.055712783459221094,0.10499819715227941
106,Chol-max,0.4641896658316141,0.5738237276297578,0.8619184534626255
107,OT-ICA,0.10445508681287452,0.23440959627338265,0.6611353169137428
107,FastICA,0.10091679801001305,0.23958465574966584,0.6594985462403211
107,Chol-min,0.012928305293929028,0.07998609306438871,0.09845090721982529
107,Chol-max,0.44751643762725385,0.6075082767589342,0.8278203635368587
108,OT-ICA,0.13455482766222676,0.20653585723171908,0.6589093151060541
108,FastICA,0.1290989015090803,0.20643679961809697,0.6644642988728228
108,Chol-min,0.021814981142794555,0.04827243707984766,0.1029466809724258
108,Chol-max,0.46980656728646286,0.5611535562151125,0.8576120125032651
109,OT-ICA,0.10927602175094997,0.3089960324128534,0.5817279458361967
109,FastICA,0.10598673353697717,0.3095066956169199,0.5845065708461029
109,Chol-min,0.009055847520952981,0.09385193891631377,0.07042491533509597
109,Chol-max,0.41415551286682806,0.6666700893052934,0.8108474989913687
110,OT-ICA,0.10955344117191981,0.24201974299052872,0.6484268158375515
110,FastICA,0.11495707777620315,0.24491438454135095,0.6401285376824458
110,Chol-min,0.013671964159019999,0.07398424803500363,0.08532544402762104
110,Chol-max,0.42623637685818766,0.5961523885716404,0.8387284016462625
111,OT-ICA,0.12910425888955934,0.22486605492234277,0.6460296861880979
111,FastICA,0.12940135025952093,0.23877116537441254,0.6318274843660665
111,Chol-min,0.01476341604824427,0.054306212124134376,0.11895504196388365
111,Chol-max,0.4404325325770482,0.5637430426238861,0.8682347655455629
112,OT-ICA,0.14204118476981956,0.17906784682342383,0.6788909684067567
112,FastICA,0.13255663267695775,0.20651527131012445,0.6609280960129178
112,Chol-min,0.012955914744651603,0.058193793444261885,0.11054710139297982
112,Chol-max,0.4459259479474426,0.5772385463828928,0.8628944200565687
113,OT-ICA,0.1142365952076825,0.26508112117943206,0.6206822836128855
113,FastICA,0.11488182584978954,0.23693559350299545,0.648182580647215
113,Chol-min,0.015308471756985093,0.06779424818221505,0.09921275092123685
113,Chol-max,0.42751397172642014,0.6073546740803993,0.8427506940121091
114,OT-ICA,0.10201541154945586,0.2428292788839863,0.6551553095665579
114,FastICA,0.11056385907889385,0.22740299376997386,0.6620331471511323
114,Chol-min,0.008939114685883565,0.06749023405009077,0.0885322476500947
114,Chol-max,0.41877362431899146,0.6036932406541334,0.8576414418308345
115,OT-ICA,0.13831915232983463,0.36927660846903526,0.49240423920113
115,FastICA,0.14196637687813177,0.36598033523890133,0.4920532878829669
115,Chol-min,0.01073040219362893,0.11196204261845566,0.053602855952424845
115,Chol-max,0.4143292133834122,0.6705009012250325,0.780034215921561
116,OT-ICA,0.11712083614185088,0.25533452210895036,0.6275446417491988
116,FastICA,0.11563675462092574,0.2544394240341966,0.6299238213448777
116,Chol-min,0.011142729421997458,0.06748452732371447,0.09509797196431455
116,Chol-max,0.42326010581040346,0.5882453741601903,0.8552904317709218
117,OT-ICA,0.15612791481733804,0.2711690842946901,0.5727030008879719
117,FastICA,0.14764591744786687,0.2757338066206,0.5766202759315332
117,Chol-min,0.01216954719242641,0.08373160206376593,0.0821986234280081
117,Chol-max,0.4221361766495743,0.6102484061358564,0.8274852551932548
118,OT-ICA,0.12634347184198114,0.24303541118552202,0.6306211169724969
118,FastICA,0.12306375811965138,0.23835875527047218,0.6385774866098763
118,Chol-min,0.00894098330205681,0.06146816621005848,0.11968834910651142
118,Chol-max,0.41446753340978365,0.5876741782033862,0.8715281503852798
119,OT-ICA,0.1164123247233628,0.24124141451514444,0.6423462607614927
119,FastICA,0.12681409449420958,0.2441884242107805,0.62899748129501
119,Chol-min,0.0142553113128743,0.06375886852290807,0.09767006370195216
119,Chol-max,0.4256305952333903,0.5873851305297659,0.8537436108842141
120,OT-ICA,0.1282615015217825,0.1817490007387569,0.6899894977394606
120,FastICA,0.12489566401578303,0.17069871313062188,0.7044056228535951
120,Chol-min,0.019941796426844193,0.042048451124095824,0.12004641745665065
120,Chol-max,0.47102867696785206,0.5481342571503122,0.8730256953385281
121,OT-ICA,0.1381360169517173,0.2003624292228141,0.6615015538254686
121,FastICA,0.14172656324399377,0.18665976468581863,0.6716136720701877
121,Chol-min,0.023186242858373653,0.05971059807869814,0.08622134129710884
121,Chol-max,0.4606650036851187,0.5837105132856063,0.8352861485864779
122,OT-ICA,0.14918240100591856,0.25545761982858195,0.5953599791654994
122,FastICA,0.14786138735565574,0.2430914396831341,0.6090471729612102
122,Chol-min,0.014712210952656247,0.05636557503394741,0.09592713651933651
122,Chol-max,0.45834548445070894,0.600917597307206,0.8541228709465047
123,OT-ICA,0.14750476964211492,0.2380820923806376,0.6144131379772475
123,FastICA,0.13234479696494753,0.253430630617588,0.6142245724174644
123,Chol-min,0.02767765863510214,0.05796734401977973,0.08910366112002267
123,Chol-max,0.4701344537909696,0.5770233423703099,0.8298066069158173
124,OT-ICA,0.10571939896801719,0.23627919095945066,0.6580014100725322
124,FastICA,0.1085971847645493,0.24244864123331689,0.6489541740021337
124,Chol-min,0.010643045538277253,0.06059626493833097,0.11920435485079353
124,Chol-max,0.41087210137407976,0.5935778879408717,0.8685647424296842
125,OT-ICA,0.10381464666252586,0.2352031869383969,0.6609821663990773
125,FastICA,0.10635985065503474,0.23704841434105803,0.6565917350039073
125,Chol-min,0.011416736650400912,0.04479726677832183,0.12222108701145826
125,Chol-max,0.4483865801723175,0.5696485726617629,0.8859781070901348
126,OT-ICA,0.177787573952105,0.22322898447849848,0.5989834415693964
126,FastICA,0.1816769638942267,0.2344629262530339,0.5838601098527395
126,Chol-min,0.022702583880478407,0.056173803706742895,0.07905602413392626
126,Chol-max,0.46867956429920254,0.5865212555689769,0.8377086153095402
127,OT-ICA,0.1060393078064142,0.23395057740196543,0.6600101147916204
127,FastICA,0.1026257975274111,0.23765504848280192,0.659719153989787
127,Chol-min,0.012622937568592403,0.05938410033470141,0.09485320315375784
127,Chol-max,0.43006654937845856,0.6054458450507294,0.858649809521407
128,OT-ICA,0.1377123006278597,0.23763844809254905,0.6246492512795913
128,FastICA,0.13004211588010323,0.24289244859156842,0.6270654355283284
128,Chol-min,0.012209758331933995,0.06758781753509982,0.0970555003189305
128,Chol-max,0.452099952105024,0.6012411090875451,0.84554151290928
129,OT-ICA,0.09887272047093253,0.18672753511568763,0.7143997444133798
129,FastICA,0.09331958720379156,0.1885891793717289,0.7180912334244796
129,Chol-min,0.010121188314258003,0.05675467727059795,0.12702110777979397
129,Chol-max,0.4420925757804357,0.5680224389908746,0.8740031534084812
130,OT-ICA,0.15182627389821404,0.2617986892417053,0.5863750368600807
130,FastICA,0.1493978508285374,0.2681930705240691,0.5824090786473934
130,Chol-min,0.018752099012360725,0.06821893800012481,0.07312158378904067
130,Chol-max,0.4604014770339398,0.5986418594856856,0.8270457300474329
131,OT-ICA,0.10379317203253695,0.2609928011891502,0.6352140267783128
131,FastICA,0.09592347673270435,0.2650377001840076,0.6390388230832881
131,Chol-min,0.0066495880534176936,0.09663062176095878,0.08006700498379594
131,Chol-max,0.413719815818773,0.6388611496490505,0.8208083164404986
132,OT-ICA,0.1306925005032643,0.23879460759301255,0.6305128919037232
132,FastICA,0.12445139757342047,0.2392921786965685,0.636256423730011
132,Chol-min,0.00865682733534186,0.09079940890462274,0.09052873218743669
132,Chol-max,0.41057889575841433,0.6490284146393882,0.8227466439829685
133,OT-ICA,0.13114645899402877,0.3311503711779352,0.537703169828036
133,FastICA,0.12518503220967298,0.3401678986571444,0.5346470691331826
133,Chol-min,0.01298287401624635,0.09961127790503523,0.06316970866478583
133,Chol-max,0.41862603794572084,0.6457721445489442,0.7965971688032266
134,OT-ICA,0.07616950732208944,0.28150424579541905,0.6423262468824915
134,FastICA,0.07351262530819794,0.2674412711252597,0.6590461035665423
134,Chol-min,0.004904646294417981,0.07106003377990898,0.12088639230412349
134,Chol-max,0.39168779084008787,0.6015546549362731,0.8711526929271735
135,OT-ICA,0.15369875654248483,0.2820942581623843,0.5642069852951309
135,FastICA,0.1491231283469082,0.3010653429996851,0.5498115286534067
135,Chol-min,0.014520015038589676,0.08267881484723498,0.07167881913353114
135,Chol-max,0.4190296658853339,0.6260875722095042,0.8198444652608025
136,OT-ICA,0.13212513296796913,0.24494779886216433,0.6229270681698665
136,FastICA,0.12964921790409797,0.24146103369575808,0.628889748400144
136,Chol-min,0.01421592883426077,0.0689663377549046,0.08368009431265251
136,Chol-max,0.43199869201804686,0.5914094625809759,0.8434909397377857
137,OT-ICA,0.10927144188626417,0.2461122402197072,0.6446163178940286
137,FastICA,0.1223429365285425,0.24380926836284525,0.6338477951086122
137,Chol-min,0.01623341530166085,0.051277645194829136,0.1058622984636958
137,Chol-max,0.45367816956672097,0.5811904574782696,0.8633472541245161
138,OT-ICA,0.09700062759989633,0.2489471186794745,0.6540522537206291
138,FastICA,0.1036963500643979,0.2580219543429265,0.6382816955926756
138,Chol-min,0.006423821138192222,0.08102843932222864,0.09819075947538326
138,Chol-max,0.40354110596139164,0.623817932094174,0.8473708040419782
139,OT-ICA,0.127293568985769,0.21158171195863112,0.6611247190555999
139,FastICA,0.11637380391863944,0.21178810423934485,0.6718380918420158
139,Chol-min,0.021727478633988797,0.043314533279525634,0.10111754933448701
139,Chol-max,0.467672799426204,0.5613545030643969,0.8649730251890217
140,OT-ICA,0.10904583633743106,0.25343506455104386,0.637519099111525
140,FastICA,0.10751648880898251,0.2405517840839292,0.6519317271070884
140,Chol-min,0.007610204796192193,0.06671435490242465,0.10494713995298359
140,Chol-max,0.41273939697824097,0.6085871666153885,0.8638715377037884
141,OT-ICA,0.12264482246815739,0.24822407659139364,0.6291311009404489
141,FastICA,0.1399665247102749,0.24391823939742713,0.616115235892298
141,Chol-min,0.014093539871230031,0.07444322904300826,0.08330204240554376
141,Chol-max,0.4410449721898233,0.6223994500912082,0.8291384524538467
142,OT-ICA,0.10034804131034339,0.2868099468242939,0.6128420118653628
142,FastICA,0.10189485142568351,0.30477416711774036,0.593330981456576
142,Chol-min,0.003116888471640256,0.11644008562271468,0.06820013838529086
142,Chol-max,0.37276069722824984,0.7053180371055713,0.8020308434897403
143,OT-ICA,0.1429883327437324,0.28050612463179425,0.5765055426244733
143,FastICA,0.15042590749077614,0.2796812870478013,0.5698928054614225
143,Chol-min,0.017987516147563776,0.06333680415764595,0.07270014869867669
143,Chol-max,0.4532723882464321,0.5995407043450494,0.8361319019372189
144,OT-ICA,0.12855620969305387,0.22592084935105652,0.6455229409558896
144,FastICA,0.12493086418309708,0.22123886378070434,0.6538302720361986
144,Chol-min,0.0077064093477967445,0.07080995024094765,0.09539494722362628
144,Chol-max,0.4124076328903439,0.6203391475853214,0.8556237715193497
145,OT-ICA,0.1379867120815151,0.2004603792761235,0.6615529086423614
145,FastICA,0.12869059285450904,0.21662872492542432,0.6546806822200666
145,Chol-min,0.008715486922181225,0.07919609462909047,0.09857356977878513
145,Chol-max,0.4297702806375782,0.6156711343739952,0.8404135409815816
146,OT-ICA,0.1180816420243734,0.29941128486692054,0.5825070731087061
146,FastICA,0.13652654699396044,0.295204551966429,0.5682689010396106
146,Chol-min,0.017837128673500322,0.09519365805157017,0.059643656685012036
146,Chol-max,0.44448535816487456,0.6397241664927171,0.7865328370597915
147,OT-ICA,0.13315577033819756,0.24840125227481963,0.6184429773869827
147,FastICA,0.12809663321770737,0.23612186297061072,0.635781503811682
147,Chol-min,0.017104215224164422,0.0695010428527155,0.0794753671672154
147,Chol-max,0.4415203400571691,0.614170090828222,0.8304863652178603
148,OT-ICA,0.10091807889251936,0.22637934516757263,0.672702575939908
148,FastICA,0.10850355377900674,0.21535636005155445,0.6761400861694389
148,Chol-min,0.011246397838618655,0.05825990829113434,0.10895307535462784
148,Chol-max,0.4209935518195324,0.5819144502261907,0.8697094708724307
149,OT-ICA,0.11972137868236077,0.22831206472953264,0.6519665565881065
149,FastICA,0.12417877663292598,0.21987207729504368,0.6559491460720303
149,Chol-min,0.018496502564944433,0.04782248746731638,0.10810714835236859
149,Chol-max,0.45942653738567657,0.5792538590016513,0.863397561391862
150,OT-ICA,0.15472209259727046,0.2152456085483858,0.6300322988543439
150,FastICA,0.1507279427475898,0.2143111287126416,0.6349609285397686
150,Chol-min,0.012500827079189853,0.06640111469798834,0.10405080716750743
150,Chol-max,0.4394581201535038,0.5918379884184091,0.8511865838357902
151,OT-ICA,0.14110504792000103,0.2082257179741447,0.6506692341058542
151,FastICA,0.14219311112195734,0.20785171723917617,0.6499551716388665
151,Chol-min,0.01660460653939721,0.07452287189887083,0.09011107617835087
151,Chol-max,0.4218581278984143,0.6185287840029946,0.8296965263562536
152,OT-ICA,0.12917770688538566,0.23106279842139946,0.6397594946932148
152,FastICA,0.13106276992658827,0.22267747965726015,0.6462597504161515
152,Chol-min,0.008956098770393325,0.05340601851298495,0.12223998579954806
152,Chol-max,0.43849149431951745,0.5805155039388644,0.879507541514404
153,OT-ICA,0.16510795751120583,0.2518384533490562,0.583053589139738
153,FastICA,0.17073856334070162,0.24616277034381756,0.5830986663154808
153,Chol-min,0.01726509658007706,0.06731456844985234,0.07841660974360114
153,Chol-max,0.458520270868573,0.6042889694365917,0.8312802034101437
154,OT-ICA,0.1558501256938393,0.19569175077134734,0.6484581235348134
154,FastICA,0.17386353516687383,0.1824157849676027,0.6437206798655235
154,Chol-min,0.02161438296791687,0.04586960308234966,0.09691838829859407
154,Chol-max,0.48381270226801754,0.5679325418511894,0.8570094776783527
155,OT-ICA,0.10623138307865054,0.2966373142735538,0.5971313026477957
155,FastICA,0.1110744428340857,0.2795987332003059,0.6093268239656084
155,Chol-min,0.009776414622264158,0.09601159266779688,0.07198972808336584
155,Chol-max,0.42106056031316097,0.6413928068422555,0.810292545545483
156,OT-ICA,0.09447960712802378,0.29572734014272395,0.6097930527292523
156,FastICA,0.08859872438491345,0.30863014758831153,0.602771128026775
156,Chol-min,0.010260971515165003,0.07500727238960953,0.09950445385770476
156,Chol-max,0.4226426350997597,0.6231657326639902,0.8421623599983289
157,OT-ICA,0.10317261462633161,0.1827846937035573,0.714042691670111
157,FastICA,0.10218264548535498,0.2023098289331375,0.6955075255815075
157,Chol-min,0.009377889949250597,0.053335403229508464,0.11500078835388951
157,Chol-max,0.4385794268104408,0.5772014931644411,0.8786595222137131
158,OT-ICA,0.113100827175142,0.2123344971872164,0.6745646756376417
158,FastICA,0.10199711314498157,0.21907664365221724,0.6789262432028011
158,Chol-min,0.015737988108844445,0.05902534228804422,0.10126431914301211
158,Chol-max,0.44688423214051315,0.5856250409877861,0.853828994094001
159,OT-ICA,0.1418604649801995,0.24419079963194754,0.6139487353878529
159,FastICA,0.14215134300283236,0.24817965804723327,0.6096689989499344
159,Chol-min,0.015853842042369202,0.060508308281119985,0.0916198100316581
159,Chol-max,0.43750961667940264,0.5862845196339259,0.8522054230399522
160,OT-ICA,0.10188458131717809,0.23715132350304644,0.6609640951797755
160,FastICA,0.10005211190672718,0.23352241675373916,0.6664254713395336
160,Chol-min,0.015057855635587246,0.06039899823027495,0.10211236096327551
160,Chol-max,0.4236030635513744,0.5945539042364679,0.8561822246131756
161,OT-ICA,0.10510527929450136,0.23315577564949,0.6617389450560086
161,FastICA,0.10023045640214474,0.22498914469262418,0.6747803989052311
161,Chol-min,0.009259140404393422,0.07434519917777406,0.10503775111507704
161,Chol-max,0.4053916620984568,0.6070993774623255,0.8518492897419322
162,OT-ICA,0.14612106980600842,0.24804569647188054,0.605833233722111
162,FastICA,0.15238119893725638,0.21495942616022268,0.6326593749025209
162,Chol-min,0.006746346101466374,0.0653142957359233,0.1076739086043313
162,Chol-max,0.4209806001297404,0.6049590834789769,0.8672913907604972
163,OT-ICA,0.10343666187640643,0.24268257577919003,0.6538807623444035
163,FastICA,0.09832040574039684,0.2471437810313152,0.6545358132282879
163,Chol-min,0.0077480492542620774,0.07354233604719378,0.10564134680311811
163,Chol-max,0.4149842136854896,0.6034576609052973,0.8553650198675816
164,OT-ICA,0.12029644694890389,0.3100070540908352,0.569696498960261
164,FastICA,0.1212855591885704,0.31060190130655313,0.5681125395048765
164,Chol-min,0.011966870173008176,0.0882059261436006,0.06963724107238622
164,Chol-max,0.41954951534540724,0.6480709706492368,0.8134969424831842
165,OT-ICA,0.0863881551717371,0.3095507374848638,0.6040611073433991
165,FastICA,0.0825993700417005,0.2972390692449366,0.6201615607133629
165,Chol-min,0.006040514978026376,0.09664045174724861,0.08191654160458085
165,Chol-max,0.37845202194408273,0.6828655643930222,0.8217692161771689
166,OT-ICA,0.10915577314931045,0.20459791990599707,0.6862463069446925
166,FastICA,0.10063490972950238,0.20721654312778384,0.6921485471427138
166,Chol-min,0.010863771877007518,0.04354438858172855,0.12970166800359278
166,Chol-max,0.4462194651260259,0.5696128239181008,0.8896526810568236
167,OT-ICA,0.1304169131317885,0.20448250825955192,0.6651005786086596
167,FastICA,0.1262908548704415,0.2029699198366063,0.6707392252929522
167,Chol-min,0.01682043824534347,0.049912069838368184,0.11193965298806269
167,Chol-max,0.4572785912842068,0.5518609485114557,0.8688613581532859
168,OT-ICA,0.12005583335001636,0.22052810341872003,0.6594160632312637
168,FastICA,0.11567516449393188,0.2225592445743688,0.6617655909316994
168,Chol-min,0.01472310559791118,0.059949534208376835,0.10503394871668134
168,Chol-max,0.44079075876637636,0.588080801408749,0.8556213963787797
169,OT-ICA,0.12696482744376122,0.247456875734326,0.6255782968219129
169,FastICA,0.1169401078643929,0.24153142624080234,0.6415284658948047
169,Chol-min,0.009415047790119788,0.07364714933017036,0.09379848903703725
169,Chol-max,0.41827135646046154,0.614820665451686,0.8475861126102515
170,OT-ICA,0.0691002255872482,0.24463588208434275,0.6862638923284091
170,FastICA,0.06760490901742139,0.2393614605972491,0.6930336303853295
170,Chol-min,0.008584312422175373,0.056331632852951015,0.12121583505737837
170,Chol-max,0.4206088902028968,0.5813179128141709,0.8790985788970169
171,OT-ICA,0.13197521821735797,0.2472533610450362,0.6207714207376058
171,FastICA,0.13314600908717944,0.24438179445537028,0.6224721964574502
171,Chol-min,0.01319861906207994,0.05704825087041421,0.09693902781243195
171,Chol-max,0.4478154122089612,0.5857739883010723,0.8609214585619671
172,OT-ICA,0.12451387178727552,0.23964197206647603,0.6358441561462485
172,FastICA,0.12707732463473204,0.24616944888729309,0.6267532264779748
172,Chol-min,0.005922388468453596,0.06667392433112412,0.10669610500746156
172,Chol-max,0.4101980286549217,0.60303290608843,0.8696898623561788
173,OT-ICA,0.15936563096056192,0.23840902812127407,0.602225340918164
173,FastICA,0.1548458507909437,0.2424003695546939,0.6027537796543624
173,Chol-min,0.01434573407024923,0.0759025954225666,0.08049634529747325
173,Chol-max,0.4383946341223478,0.6099630288845757,0.8292808856347929
174,OT-ICA,0.0922237042775841,0.21371813307647722,0.6940581626459387
174,FastICA,0.10146223397328867,0.2191716090455125,0.6793661569811988
174,Chol-min,0.017839985390171977,0.03835346102653512,0.12358981110942058
174,Chol-max,0.4522454964553244,0.5504366420276458,0.8850311687389283
175,OT-ICA,0.07923757448637228,0.2965566262323193,0.6242057992813084
175,FastICA,0.08291895485433597,0.3140309373465924,0.6030501077990716
175,Chol-min,0.007424876236646661,0.1028674833088922,0.0766765300109278
175,Chol-max,0.4028918323092841,0.6606356678757731,0.8086740797349686
176,OT-ICA,0.13239535369659466,0.2479379065557431,0.6196667397476623
176,FastICA,0.13600346375658418,0.2474434355195878,0.616553100723828
176,Chol-min,0.017043467499841397,0.061476788458919615,0.08908823990837159
176,Chol-max,0.4603343134288714,0.579313125098276,0.8453154480585718
177,OT-ICA,0.11191214728101394,0.26058434956196797,0.6275035031570181
177,FastICA,0.12701035801784213,0.24426883709200695,0.6287208048901508
177,Chol-min,0.0076045205491625046,0.08409076898003798,0.0813669698307453
177,Chol-max,0.40088975057576626,0.6352890020405532,0.8370084940930774
178,OT-ICA,0.08461191140934786,0.27945440408077066,0.6359336845098814
178,FastICA,0.09496917859435672,0.26675598977755566,0.6382748316280877
178,Chol-min,0.0039397914021793885,0.09743001204025019,0.0868435378637172
178,Chol-max,0.38191371252650486,0.6635319384715577,0.8305982077002771
179,OT-ICA,0.12365889050043506,0.2633213645834442,0.6130197449161208
179,FastICA,0.12719422362043184,0.2484300612426922,0.624375715136876
179,Chol-min,0.016417355362824033,0.06290011472889989,0.1048122651034357
179,Chol-max,0.46310735258941943,0.5951179783696827,0.8427055252580956
180,OT-ICA,0.12650154576486455,0.28480972332986976,0.5886887309052657
180,FastICA,0.12622372542020724,0.2897944406833769,0.583981833896416
180,Chol-min,0.015433471616162204,0.07229924417141939,0.07935723514917743
180,Chol-max,0.4561324511143412,0.6132341825051084,0.8272571735895667
181,OT-ICA,0.13041402041055236,0.2864324804911719,0.5831534990982756
181,FastICA,0.1327859993655134,0.2788901996303218,0.5883238010041647
181,Chol-min,0.01588241573838636,0.07453063866385222,0.083790415794935
181,Chol-max,0.4322353163753283,0.6028043676358718,0.8310784147685787
182,OT-ICA,0.13379279092949142,0.30708079745465494,0.5591264116158536
182,FastICA,0.13804620266416456,0.2871395260724831,0.5748142712633524
182,Chol-min,0.00956222637135973,0.09743435688731666,0.07758806754472146
182,Chol-max,0.42671356193145815,0.6443914646973005,0.808150245880545
183,OT-ICA,0.14950918962299428,0.3181980409632267,0.532292769413779
183,FastICA,0.14900642451658488,0.30035077407025335,0.5506428014131617
183,Chol-min,0.012565628225083036,0.10470678725290526,0.04776525960671158
183,Chol-max,0.4302589332320573,0.6507177049334041,0.7833777122899251
184,OT-ICA,0.10042331224855763,0.29535041405496487,0.6042262736964774
184,FastICA,0.09534023419871827,0.29535052420330893,0.6093092415979728
184,Chol-min,0.008988759566917578,0.08322280907498915,0.0844689025296673
184,Chol-max,0.4137711069895738,0.6317105424599297,0.8332634975902398
185,OT-ICA,0.12435773891155262,0.17453685275430594,0.7011054083341415
185,FastICA,0.14220717748731013,0.15815369834060042,0.6996391241720895
185,Chol-min,0.02448502795401933,0.02947763410141859,0.13677153745699352
185,Chol-max,0.4746036866334629,0.5280207353740155,0.8874759237123949
186,OT-ICA,0.13327977947687247,0.19397107447650783,0.6727491460466197
186,FastICA,0.13146549805628321,0.19316311803814046,0.6753713839055763
186,Chol-min,0.015203615923794591,0.061412588902396925,0.09618165697353247
186,Chol-max,0.46226787734578767,0.591730567497765,0.8471899633485235
187,OT-ICA,0.08941523977720787,0.18120402537039834,0.7293807348523939
187,FastICA,0.08759781465516016,0.1780832022194534,0.7343189831253863
187,Chol-min,0.011705107003854827,0.041798330219174964,0.1154685335951372
187,Chol-max,0.4385020151474347,0.5570619889170788,0.8923633145572406
188,OT-ICA,0.10362030305893868,0.23790457136573046,0.6584751255753308
188,FastICA,0.09401467595131698,0.2270223487056044,0.6789629753430786
188,Chol-min,0.008688486654701882,0.056367226526644144,0.11533711381543309
188,Chol-max,0.41697609011618647,0.5826107078765989,0.8787997775821886
189,OT-ICA,0.09437168486312858,0.23726814012846864,0.6683601750084027
189,FastICA,0.10004267135900452,0.24199811408745314,0.6579592145535423
189,Chol-min,0.0074877923908295615,0.05972383884385291,0.11186288955413881
189,Chol-max,0.41965790666371133,0.607290383737796,0.8728934733129013
190,OT-ICA,0.1268195068095574,0.2342827512498492,0.6388977419405935
190,FastICA,0.12091707040855504,0.2313586808238485,0.6477242487675965
190,Chol-min,0.010015947045296394,0.057486421023544336,0.11545270384100911
190,Chol-max,0.4349735621487382,0.5906500152587072,0.8701788130197177
191,OT-ICA,0.1068761016165725,0.22777901923393915,0.6653448791494884
191,FastICA,0.1125587640179714,0.22824530441460086,0.6591959315674277
191,Chol-min,0.007919734232421535,0.07613905635400964,0.09689585752430128
191,Chol-max,0.41319388541819224,0.6406520688511459,0.8447947712144984
192,OT-ICA,0.11978596542820592,0.2025839488649418,0.6776300857068522
192,FastICA,0.12174648247016556,0.2005310225457216,0.6777224949841129
192,Chol-min,0.007087202694425096,0.06672209240170636,0.10422706083424671
192,Chol-max,0.4109284402195902,0.6061931899261348,0.8657799832290367
193,OT-ICA,0.07843990671992915,0.25021995163444144,0.6713401416456294
193,FastICA,0.0755633971837482,0.2504176472858801,0.6740189555303717
193,Chol-min,0.004572793166351643,0.08375012300245134,0.09932532584534162
193,Chol-max,0.3889748018894713,0.6483411963902904,0.8479274691393911
194,OT-ICA,0.13885281776351288,0.2344778899612553,0.6266692922752318
194,FastICA,0.13486479318476163,0.21995411720147612,0.6451810896137623
194,Chol-min,0.016005666757521665,0.056884037141544816,0.10863302534886286
194,Chol-max,0.4326211102033324,0.5724361691048357,0.8616547674840634
195,OT-ICA,0.13800689665032365,0.24367253637831268,0.6183205669713637
195,FastICA,0.12552207900868323,0.2421835764550351,0.6322943445362816
195,Chol-min,0.01630586923996799,0.04887215915978999,0.09847088125016598
195,Chol-max,0.45137375114531747,0.5758148684979545,0.867129180934109
196,OT-ICA,0.10752351029816389,0.20464512317976424,0.6878313665220718
196,FastICA,0.10855246650605646,0.20452482298789507,0.6869227105060485
196,Chol-min,0.014702190741231413,0.050044292038622935,0.09762415872342996
196,Chol-max,0.451692183411659,0.5836798874598554,0.867200450880047
197,OT-ICA,0.10167816386242184,0.3167645522388724,0.5815572838987058
197,FastICA,0.0962799325436347,0.2930432192620181,0.6106768481943471
197,Chol-min,0.007045160196402146,0.08953457293618426,0.08491581959481286
197,Chol-max,0.3941635610321628,0.6527314222578231,0.8304563300731808
198,OT-ICA,0.1301437959416301,0.21903079817310508,0.6508254058852647
198,FastICA,0.12962133467268783,0.20712384531454492,0.6632548200127671
198,Chol-min,0.01264639978513405,0.059226025749718615,0.10800129157710182
198,Chol-max,0.4362721378348156,0.5934300839292721,0.8609432975832648
199,OT-ICA,0.13750038349243918,0.31208247035293524,0.5504171461546257
199,FastICA,0.13497493659447363,0.28552951403648646,0.5794955493690399
199,Chol-min,0.006448802594150901,0.09543533330563449,0.08115942926856039
199,Chol-max,0.3935304871551096,0.6658169364046975,0.8220081977679652
